CSDP Network Summary Report for Elevation=0.0																			
																			
Network path: D:\dsm2GisReference\csdpFiles\final\COMBINED_NETWORK_FILE.cdn																			
DSM2 channels path: E:\delta\dsm2_v8.2beta\studies\historical\output\\hydro_echo_historical_v82.inp																			
DSM2 output path: null\null																			
																			
Channels.inp length: length specified for DSM2 in the DSM2 channels file above.																			
CSDP length: length calculated by the CSDP that will be used to replace the 'Channels.inp length'.																			
% change: the change in length	 CSDP vs Channels.inp																		
CSDP Volume: Channel volume calculated by CSDP for specified elevation	 assuming no inter-channel interpolation.																		
CSDP Wetted Area: Wetted area calculated by CSDP for specified elevation	 assuming no inter-channel interpolation.																		
CSDP Surface Area: Surface area calculated by CSDP for specified elevation	 assuming no inter-channel interpolation.																		
CSDP Max Area Ratio: The maximum ratio of cross-sectional areas within a channel using CSDP cross-sections																			
CSDP XS with no points: The indices of the cross-sections in the channel that have no points.																			
CSDP XS with Min area: The index of the cross-section in the channel that has the smallest area at the specified elevation																			
CSDP XS with Max area: The index of the cross-section in the channel that has the largest area at the specified elevation																			
CSDP XS with duplicate stations: The indices of the cross-sections in the channel that have duplicate station values.																			
CSDP XS with -dK: The indices of the cross-sections in the channel that have negative dConveyance at any elevation.																			
CSDP XS with -dK in intertidal zone: the indices of the cross-sections in the channel that have negative dConveyance in the intertidal zone.																			
(intertidal zone is assumed to be limited to the range -2.5 < Z < 17.5 ft	 NAVD88)																		
																			
Channel	Channels.inp length	CSDP Length	% change	CSDP Volume	CSDP Wetted Area	CSDP Surface Area	CSDP Max Area Ratio	CSDP XS with no points	CSDP XS with Min area	CSDP XS with Max area	CSDP XS with duplicate stations	CSDP XS With -dk	CSDP XS with -dk in intertidal zone						
1	9394	9394	0	0	0	0	NaN		0	0									
2	11095	11095	0	1595777.9	1041630.7	1038363.7	Infinity		0	1									
3	10650	10650	0	228191.8	314950	314018.1	23.41		0	1									
4	11530	11530	0	6140452.6	1786227.5	1775694.7	2.62		0	1									
5	10525	10525	0	8620831.8	2749480.9	2739396.7	1.79		1	0	0								
6	8604	8604	0	8439561	1813805.3	1801459.8	7.17		0	2									
7	8796	8796	0	11835416	1808814.4	1783916.7	2.05		0	2									
8	11624	11624	0	7145742.6	1669277.8	1646271.4	2.23		1	3									
9	10498	10498	0	7641738.9	1752630.2	1735265.8	2.01		1	0									
10	9400	9400	0	8861975	1567057.3	1548305.3	1.3		2	1									
11	12748	12748	0	14223948.5	2238167.4	2203913.1	1.4		0	3									
12	11215	11215	0	16063693.5	2016037.4	1969391.5	1.24		0	3									
13	3706	3706	0	6394401.1	827383.8	814811.6	1.05		0	2									
14	4739	4739	0	9822303.9	1064658.1	1038906.5	1.05		2	1									
15	3688	3688	0	7637273.4	879661.9	865836.9	1.1		1	2									
16	4249	4249	0	12022576.2	1046714.8	999984.4	1.1		1	0		0							
17	13118	13118	0	0	0	0	NaN		0	0									
18	3765	3765	0	50659438.1	2166797	2128303.1	1.02		1	0	1								
19	3666	3666	0	54146989.7	2116177.6	2078410.7	1.11		1	0									
20	4107	4107	0	64544644.5	2781129.9	2744132.4	1		0	0									
21	5947	5947	0	69784680	2841798.7	2782977.2	1.14		2	1									
22	6803	6803	0	76735634.2	3190959.7	3124184.2	1.03		1	0									
23	3425	3425	0	38541319.4	1632777.8	1601881.3	1		0	0									
24	5850	5850	0	77455502	3344839.9	3287692.2	1.02		1	0		1	1						
25	3315	3315	0	47455376.1	2256360.3	2227436.8	1		0	0									
26	3517	3517	0	5558498.2	638137.4	618064.1	1.59		2	1									
27	3132	3132	0	12872999.2	1016115.1	986247.5	1.26		1	0		2							
28	5809	5809	0	18576540.9	1610030	1568980.8	4.89		0	3									
29	3437	3437	0	15732770.3	1684744.2	1678231.2	1.35		2	0									
30	7324	7324	0	109988786.2	5148220.3	5075806.5	1.09		1	0		0							
31	6505	6505	0	100434809.9	4457951.5	4386032	1.16		0	1		0	1	2					
32	6158	6158	0	39180237.7	2762688.2	2724048.6	1.3		0	1									
33	2440	2440	0	7010284.3	962445.1	958245.4	3.42		1	0									
34	5988	5988	0	84579763.1	3719032.1	3643565.3	1		0	0	0								
35	5895	5895	0	49705870.1	3403411.6	3365405.8	2.84		0	2		2							
36	5492	5492	0	90860076.8	3567207.3	3493826.1	1.18		1	4		0	2						
37	5227	5227	0	107269544.7	4180009.4	4134356.9	1.28		0	1									
38	4790	4790	0	73563992.4	2744953.5	2651560.1	1.04		0	1									
39	4316	4316	0	130656364.8	7633317.4	7589305.7	1		0	0									
40	5753	5753	0	153211054.2	7813732.9	7742247.5	1.25		1	0		1							
41	6359	6359	0	118962764.8	4324942.8	4206173	1.25		1	0									
42	8714	8714	0	368632513.9	18619739.6	18538053.5	1.3		1	3		4	5						
43	1962	1962	0	89470178.6	4465396.2	4450695.6	1.27		1	0									
44	3619	3619	0	195041305.2	8558222.2	8519248.1	1.02		1	0		0							
45	12421	12421	0	724320621.7	36440414	36256466.6	1.14		2	3		3							
46	11730	11730	0	731105908.3	27787383.3	27588843.7	1.2		6	2		3	6						
47	14328	14328	0	879597828.4	29835531.6	29640949	1.56		5	7		1	5	6					
48	9388	9388	0	368827386.3	15977968.4	15894084.7	1.51		3	0		0	1	2	1				
49	16849	16849	0	795333754.9	31278126.9	31138104.4	2.01		3	1		2	4						
50	8929	8929	0	592314560.1	28630293.8	28611446.9	1.53		2	0									
